Symbol,Name,Last Sale,Net Change,% Change, Market Cap ,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
PETQ,PetIQ Inc. Class A Common Stock,18.21,-0.11,-0.006,535871060,United States,2017,808373,Health Care,Biotechnology: Pharmaceutical Preparations,-109.03,0,$ 8.31,-9.9,-54%
GBR,New Concept Energy Inc Common Stock,1.03,0.02,0.0198,5285892,United States,1993,42988,Energy,Oil & Gas Production,-119.15,1,$ 0.47,-0.56,-54%
HURN,Huron Consulting Group Inc. Common Stock,98.13,4.23,0.04505,1785677596,United States,2004,320276,Consumer Discretionary,Professional Services,-122.42,1,$ 44.74,-53.39,-54%
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,12.66,0.01,0.00079,0,United States,2009,21315,Finance,Finance Companies,-118.54,0,$ 5.77,-6.89,-54%
ANGO,AngioDynamics Inc. Common Stock,5.49,-0.24,-0.04188," $218,804,999.00 ",United States,2004,548546,Health Care,Medical/Dental Instruments,-120.4,1,$ 2.50,-2.99,-54%
SYK,Stryker Corporation Common Stock, $349.07 ,-2.73,-0.00776," $132,738,767,047.00 ",United States,,2283347,Health Care,Medical/Dental Instruments,-122.29,5,$ 158.90,-190.17,-54%
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,141.29,1.8,0.0129,25012394207,United States,,1320805,Industrials,Railroads,-121.03,2,$ 64.28,-77.01,-55%
INSE,Inspired Entertainment Inc. Common Stock,9.9,0.33,0.03448,259568308,United States,2014,131727,Technology,Computer Software: Prepackaged Software,-114.44,0,$ 4.50,-5.4,-55%
VSAT,ViaSat Inc. Common Stock,19.57,0.39,0.02033,2452522165,United States,1996,1280900,Technology,Radio And Television Broadcasting And Communications Equipment,-122.16,1,$ 8.89,-10.68,-55%
STN,Stantec Inc Common Stock, $83.35 ,-1.44,-0.01698," $9,248,394,726.00 ",Canada,,339494,Consumer Discretionary,Marine Transportation,-115.96,4,$ 37.85,-45.5,-55%
BDX,Becton Dickinson and Company Common Stock,235.55,-3.6,-0.01505,4689397936,United States,,1812904,Health Care,Medical/Dental Instruments,-119.7,2.5,$ 106.87,-128.68,-55%
RACE,Ferrari N.V. Common Shares, $424.77 ,-3.79,-0.00884," $103,538,096,129.00 ",Italy,2015,483831,Consumer Discretionary,Auto Manufacturing,-121.19,4.5,$ 192.30,-232.47,-55%
CARR,Carrier Global Corporation Common Stock ,55.58,0.82,0.01497,49931073732,United States,2020,10538901,Industrials,Industrial Machinery/Components,-123.81,0,$ 25.16,-30.42,-55%
SCM,Stellus Capital Investment Corporation Common Stock,12.77,0.07,0.00551,308084448,United States,2012,89623,Finance,Finance/Investors Services,-120.8,1,$ 5.77,-7,-55%
DRS,Leonardo DRS Inc. Common Stock,22.71,0.21,0.00933,5958422882,Israel,,1434871,Industrials,Military/Government/Technical,-122.83,0,$ 10.25,-12.46,-55%
AAT,American Assets Trust Inc. Common Stock, $21.57 ,0.32,0.01506," $1,313,522,104.00 ",United States,2011,241052,Real Estate,Real Estate Investment Trusts,-123.22,4,$ 9.69,-11.88,-55%
REVG,REV Group Inc. Common Stock,20.64,0.36,0.01775,1232999792,United States,2017,612242,Consumer Discretionary,Auto Manufacturing,-124.16,1,$ 9.27,-11.37,-55%
HLX,Helix Energy Solutions Group Inc. Common Stock,9,-0.05,-0.00552,1356401061,United States,,2727611,Energy,Oilfield Services/Equipment,-136.88,1,$ 4.04,-4.96,-55%
DHX,DHI Group Inc. Common Stock,2.83,0.03,0.01071,135931938,United States,2007,201896,Consumer Discretionary,Business Services,-116.54,1,$ 1.27,-1.56,-55%
UE,Urban Edge Properties Common Shares of Beneficial Interest,17.01,0.02,0.00118,2002538260,United States,2015,609030,Finance,Real Estate,-124.02,1,$ 7.62,-9.39,-55%
CXW,CoreCivic Inc. Common Stock,15.23,0.42,0.02836,1715020982,United States,,1200785,Real Estate,Real Estate Investment Trusts,-120.12,1,$ 6.81,-8.42,-55%
FLXS,Flexsteel Industries Inc. Common Stock,34.85,0.95,0.02802,179485237,United States,,29275,Consumer Discretionary,Home Furnishings,-127.66,1,$ 15.58,-19.27,-55%
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,15.51,0.06,0.00388,0,,2013,106574,Finance,Trusts Except Educational Religious and Charitable,-124.86,0,$ 6.92,-8.59,-55%
TSLA,Tesla Inc. Common Stock,201.88,-0.16,-0.00079,6.42945E+11,United States,2010,85716799,Consumer Discretionary,Auto Manufacturing,-125.16,1,$ 90.00,-111.88,-55%
TRAK,ReposiTrak Inc. Common Stock,15.03,0.34,0.02314,273688800,United States,,74108,Technology,EDP Services,-119.1,1,$ 6.70,-8.33,-55%
TSI,TCW Strategic Income Fund Inc. Common Stock,4.67,0.01,0.00215,0,United States,,35492,Finance,Investment Managers,-124.04,0,$ 2.08,-2.59,-55%
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,1.55,0.0462,0.03072,13958999,United States,1999,26283,Finance,Investment Bankers/Brokers/Service,-133.33,1,$ 0.69,-0.86,-55%
STE,STERIS plc (Ireland) Ordinary Shares,232.91,1.57,0.00679,23014776892,United States,,866512,Health Care,Industrial Specialties,-124.62,3.5,$ 103.63,-129.28,-56%
JLL,Jones Lang LaSalle Incorporated Common Stock,190.24,4.6,0.02478,9050276867,United States,,383951,Finance,Real Estate,-128.07,1,$ 84.56,-105.68,-56%
BRID,Bridgford Foods Corporation Common Stock,10.4,0,0,94399053,United States,,149,Consumer Staples,Specialty Foods,-127.49,1,$ 4.62,-5.78,-56%
PRLB,Proto Labs Inc. Common stock,36.43,0.04,0.0011,937050894,United States,2012,278621,Industrials,Office Equipment/Supplies/Services,-120.46,1,$ 16.18,-20.25,-56%
BRX,Brixmor Property Group Inc. Common Stock,22.61,0.14,0.00623,6812225076,United States,2013,7275690,Real Estate,Real Estate Investment Trusts,-126.79,1,$ 10.04,-12.57,-56%
CIEN,Ciena Corporation Common Stock,56.98,0.36,0.00636,8262596695,United States,1997,2619135,Utilities,Telecommunications Equipment,-140.64,1,$ 25.27,-31.71,-56%
GFS,GlobalFoundries Inc. Ordinary Shares,54.67,2.03,0.03856,29946039200,United States,2021,1969490,Technology,Semiconductors,-129.5,0,$ 24.24,-30.43,-56%
WIT,Wipro Limited Common Stock, $6.19 ,0.03,0.00487," $33,970,210,817.00 ",India,,1050595,Technology,EDP Services,-126.64,4,$ 2.74,-3.45,-56%
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,16.03,1.47,0.10096,1708981640,United States,2006,4154202,Health Care,Biotechnology: Pharmaceutical Preparations,-142.47,1,$ 7.04,-8.99,-56%
ELS,Equity Lifestyle Properties Inc. Common Stock, $67.32 ,1.34,0.02031," $12,554,657,731.00 ",United States,,1847801,Real Estate,Real Estate Investment Trusts,-126.39,5,$ 29.56,-37.76,-56%
PFGC,Performance Food Group Company Common Stock,76.77,0.43,0.00563,11944327086,United States,2015,1279468,Consumer Discretionary,Food Distributors,-127.83,1,$ 33.70,-43.07,-56%
TJX,TJX Companies Inc. (The) Common Stock,99.14,-1.96,-0.01939,1.12988E+11,United States,,10567973,Consumer Discretionary,Clothing/Shoe/Accessory Stores,-127.03,2.5,$ 43.39,-55.75,-56%
KWR,Quaker Houghton Common Stock,200.5,3.32,0.01684,3605975658,United States,,113468,Industrials,Major Chemicals,-125.9,1,$ 87.68,-112.82,-56%
CRBG,Corebridge Financial Inc. Common Stock,24.83,0.4,0.01637,15457912478,United States,2022,17939873,Finance,Life Insurance,-125.62,0,$ 10.85,-13.98,-56%
TRN,Trinity Industries Inc. Common Stock,25.38,0.98,0.04016,2077577816,United States,,628621,Industrials,Railroads,-125.99,1,$ 11.08,-14.3,-56%
AROC,Archrock Inc. Common Stock,18.27,0.32,0.01783," $3,026,533,531.00 ",United States,,1287670,Utilities,Natural Gas Distribution,-129.02,1,$ 7.96,-10.31,-56%
WMS,Advanced Drainage Systems Inc. Common Stock,163.24,-2.89,-0.0174,12670171003,United States,2014,1072630,Consumer Discretionary,Containers/Packaging,-129.06,1,$ 71.09,-92.15,-56%
PLNT,Planet Fitness Inc. Common Stock,62.05,-0.71,-0.01131,5469515890,United States,2015,1397185,Consumer Discretionary,Hotels/Resorts,-130.44,1,$ 27.00,-35.05,-56%
PZZA,Papa John's International Inc. Common Stock,71.89,1.74,0.0248,2354818632,United States,1993,2423491,Consumer Discretionary,Restaurants,-123.59,1,$ 31.28,-40.61,-56%
RMBS,Rambus Inc. Common Stock,59.24,2.38,0.04186,6391261602,United States,1997,1688040,Technology,Semiconductors,-150.35,1,$ 25.76,-33.48,-57%
AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,5.04,0.025,0.00499," $541,107,000.00 ",United States,,75225,Finance,Finance/Investors Services,-132.42,1,$ 2.19,-2.85,-57%
GCO,Genesco Inc. Common Stock,31.92,0.94,0.03034,366729423,United States,,89555,Consumer Discretionary,Clothing/Shoe/Accessory Stores,-129.1,1,$ 13.85,-18.07,-57%
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,17.06,0.14,0.00827,0,United States,2009,7511,Finance,Investment Managers,-131.94,0,$ 7.39,-9.67,-57%
NXT,Nextracker Inc. Class A Common Stock,56.24,-2.47,-0.04207,7679145870,United States,2023,3702267,Technology,Semiconductors,-135.73,0,$ 24.35,-31.89,-57%
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,14.94,0.03,0.00201,293304978,United States,2019,73604,Finance,Trusts Except Educational Religious and Charitable,-134.52,0,$ 6.46,-8.48,-57%
CL,Colgate-Palmolive Company Common Stock,86.52,-0.29,-0.00334,71219017512,United States,,7900192,Consumer Discretionary,Package Goods/Cosmetics,-131.81,1,$ 37.28,-49.24,-57%
ASA,ASA  Gold and Precious Metals Limited,13.4,0.2,0.01515," $258,484,727.00 ",United States,,68043,Industrials,Precious Metals,-140.03,0,$ 5.77,-7.63,-57%
ASAI,Sendas Distribuidora S A ADS,14.22,0.11,0.0078," $3,840,111,000.00 ",,2021,370401,Consumer Staples,Food Chains,-133.01,0,$ 6.12,-8.1,-57%
NGS,Natural Gas Services Group Inc. Common Stock,16.73,0.34,0.02074,208075895,United States,2002,27588,Energy,Oilfield Services/Equipment,-139.36,1,$ 7.19,-9.54,-57%
NUW,Nuveen AMT-Free Municipal Value Fund,13.67,0.02,0.00147,0,United States,2009,59089,Finance,Investment Managers,-132.88,0,$ 5.87,-7.8,-57%
CR,Crane Company Common Stock,121.56,-1.86,-0.01507,6932858666,United States,2023,172536,Industrials,Office Equipment/Supplies/Services,-134.26,1,$ 52.16,-69.4,-57%
ETN,Eaton Corporation PLC Ordinary Shares,289,2.04,0.00711,1.15398E+11,Ireland,,2534343,Industrials,Industrial Machinery/Components,-136.89,1,$ 123.98,-165.02,-57%
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,18.85,-0.72,-0.03679," $1,277,693,320.00 ",United States,2022,1861356,Health Care,Biotechnology: Pharmaceutical Preparations,-131.81,0,$ 8.08,-10.77,-57%
CTRE,CareTrust REIT Inc. Common Stock,22.56,-0.12,-0.00529,2944156524,United States,2022,3233899,Real Estate,Real Estate Investment Trusts,-135.78,1,$ 9.67,-12.89,-57%
OIS,Oil States International Inc. Common Stock,5.39,-0.02,-0.0037,342707201,United States,2001,1669459,Industrials,Metal Fabrications,-145.89,1,$ 2.31,-3.08,-57%
LZ,LegalZoom.com Inc. Common Stock,12.4,0.7,0.05983,2330382257,United States,2021,2641310,Technology,EDP Services,-138.04,0,$ 5.31,-7.09,-57%
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,18.66,-0.03,-0.00161,413465108,,2019,329093,Finance,Trusts Except Educational Religious and Charitable,-136.43,0,$ 7.96,-10.7,-57%
ATMC,AlphaTime Acquisition Corp Ordinary Shares,10.86,0,0, $-   ,United States,2023,1,Finance,Blank Checks,-135.06,0,$ 4.62,-6.24,-57%
LQDT,Liquidity Services Inc. Common Stock,17.93,0.42,0.02399,550796368,United States,2006,95483,Consumer Discretionary,Catalog/Specialty Distribution,-135.83,1,$ 7.62,-10.31,-58%
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,14.51,0.01,0.00069,679055130,United States,1992,52172,Finance,Trusts Except Educational Religious and Charitable,-136.42,0,$ 6.15,-8.36,-58%
LFVN,Lifevantage Corporation Common Stock (Delaware),6.82,-0.155,-0.02222,87762911,United States,,36405,Health Care,Biotechnology: Pharmaceutical Preparations,-139.1,1,$ 2.89,-3.93,-58%
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,5.17,-0.01,-0.00193,0,United States,2011,5591,Finance,Investment Managers,-138.81,0,$ 2.19,-2.98,-58%
RA,Brookfield Real Assets Income Fund Inc. Common Stock,12.89,0.01,0.00078,0,United States,2016,162026,Finance,Investment Managers,-137.43,0,$ 5.45,-7.44,-58%
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,5.18,0.04,0.00778,0,United States,,9201,Finance,Trusts Except Educational Religious and Charitable,-138.36,0,$ 2.19,-2.99,-58%
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,8.48,-0.01,-0.00118,0,United States,2003,82195,Finance,Finance Companies,-136.59,0,$ 3.58,-4.9,-58%
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,16.09,0.09,0.00563,102545882,,2018,23012,Finance,Finance/Investors Services,-137.85,0,$ 6.79,-9.3,-58%
GROW,U.S. Global Investors Inc. Class A Common Stock,2.61,-0.02,-0.0076,36872851,United States,,26690,Finance,Investment Managers,-140.91,1,$ 1.10,-1.51,-58%
WWD,Woodward Inc. Common Stock,141.49,0.89,0.00633,8531628539,United States,,324993,Energy,Industrial Machinery/Components,-138.71,1,$ 59.55,-81.94,-58%
HTHT,H World Group Limited American Depositary Shares,36.56,-1,-0.02662,11378984597,China,2010,2201312,Consumer Discretionary,Hotels/Resorts,-134.27,1,$ 15.38,-21.18,-58%
CMG,Chipotle Mexican Grill Inc. Common Stock,2688.77,17.05,0.00638,73729216572,United States,2006,197426,Consumer Discretionary,Restaurants,-138.57,1,"$ 1,129.17",-1559.6,-58%
ELF,e.l.f. Beauty Inc. Common Stock,208.53,3.78,0.01846,11574860947,United States,2016,1212461,Consumer Discretionary,Package Goods/Cosmetics,-148.46,0,$ 87.50,-121.03,-58%
DSKE,Daseke Inc. Common Stock,8.25,0.01,0.00121,383638679,United States,2015,336712,Consumer Discretionary,Transportation Services,-138.44,0,$ 3.46,-4.79,-58%
SIX,Six Flags Entertainment Corporation New Common Stock,25.34,0.74,0.03008,2116828011,United States,,2108745,Consumer Discretionary,Services-Misc. Amusement & Recreation,-145.67,1,$ 10.62,-14.72,-58%
CHD,Church & Dwight Company Inc. Common Stock, $100.12 ,0,0," $24,406,947,133.00 ",United States,,1597655,Consumer Discretionary,Package Goods/Cosmetics,-138.58,4,$ 41.83,-58.29,-58%
NHC,National HealthCare Corporation Common Stock,98.66,0.84,0.00859,1514429915,United States,1986,47624,Health Care,Hospital/Nursing Management,-133.67,1,$ 41.20,-57.46,-58%
ITRI,Itron Inc. Common Stock,92.68,-1.47,-0.01561,4224369507,United States,1993,658076,Industrials,Electrical Products,-141.02,1,$ 38.66,-54.02,-58%
TTSH,Tile Shop Holdings Inc. Common Stock,6.95,0,0,309489672,United States,,292651,Finance,Blank Checks,-140.83,1,$ 2.89,-4.06,-58%
ROG,Rogers Corporation Common Stock,112.07,-2.32,-0.02028,2090675712,United States,1960,315359,Industrials,Major Chemicals,-140.15,1,$ 46.57,-65.5,-58%
SPXC,SPX Technologies Inc. Common Stock,117.19,0.79,0.00679,5354178829,United States,,427417,Industrials,Industrial Machinery/Components,-136.3,1,$ 48.59,-68.6,-59%
WY,Weyerhaeuser Company Common Stock,34.38,0.15,0.00438,25080931980,United States,,5424203,Real Estate,Real Estate Investment Trusts,-145.5,1,$ 14.22,-20.16,-59%
TRML,Tourmaline Bio Inc. Common Stock,38.82,0.32,0.00831,789472286,United States,2021,407748,Health Care,Biotechnology: Pharmaceutical Preparations,-165.52,0,$ 16.04,-22.78,-59%
ROL,Rollins Inc. Common Stock, $44.07 ,0.6,0.0138," $21,324,816,974.00 ",United States,,2870251,Finance,Diversified Commercial Services,-141.89,4.5,$ 18.19,-25.88,-59%
CDNS,Cadence Design Systems Inc. Common Stock, $304.38 ,3.8,0.01264," $82,864,106,820.00 ",United States,,1703989,Technology,Computer Software: Prepackaged Software,-151.43,4,$ 125.31,-179.07,-59%
GRC,Gorman-Rupp Company (The) Common Stock,37.33,0.92,0.02527,978730408,United States,1971,91380,Industrials,Fluid Controls,-142.93,1,$ 15.35,-21.98,-59%
NOM,Nuveen Missouri Quality Municipal Income Fund ,10.1,0.04,0.00398,0,United States,1993,3534,Finance,Investment Managers,-143.61,1,$ 4.15,-5.95,-59%
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,15.46,0.12,0.00782,0,United States,2010,62284,Finance,Finance Companies,-144.41,0,$ 6.35,-9.11,-59%
PHG,Koninklijke Philips N.V. NY Registry Shares,20.05,0.16,0.00804,18173383278,Netherlands,,917420,Health Care,Medical Electronics,-147.02,1,$ 8.23,-11.82,-59%
MNRO,Monro Inc. Common Stock,33.57,0.51,0.01543,1003814873,United States,1991,373854,Consumer Discretionary,Automotive Aftermarket,-142.97,1,$ 13.73,-19.84,-59%
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),8.56,0.5,0.06203,39523976001,United Kingdom,2022,7606114,Consumer Discretionary,Package Goods/Cosmetics,-141.43,0,$ 3.50,-5.06,-59%
UNF,Unifirst Corporation Common Stock,168.72,0.97,0.00578,3155287217,United States,,82425,Consumer Discretionary,Other Consumer Services,-146.81,1,$ 68.90,-99.82,-59%
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share), $43.92 ,0.25,0.00572," $82,702,380,701.00 ",United Kingdom,2015,2495454,Consumer Discretionary,Business Services,-141.99,4,$ 17.86,-26.06,-59%
ATRI,Atrion Corporation Common Stock,367.99,5,0.01377," $647,602,050.00 ",United States,,6493,Health Care,Medical/Dental Instruments,-144.9,3,$ 149.57,-218.42,-59%
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,12.33,0.23,0.01901,5587671313,United States,,1306241,Utilities,Natural Gas Distribution,-153.09,1,$ 5.01,-7.32,-59%
ITGR,Integer Holdings Corporation Common Stock,110.29,2.03,0.01875,3684208775,United States,,437242,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-149.04,1,$ 44.78,-65.51,-59%
HEI.A,Heico Corporation, $155.59 ,2.42,0.0158,,United States,,1193808,,,-147.05,4.5,$ 63.10,-92.49,-59%
YELP,Yelp Inc. Common Stock,38.44,0.84,0.02234,2632093317,United States,2012,1220180,Consumer Discretionary,Other Consumer Services,-146.66,3,$ 15.58,-22.86,-59%
NR,Newpark Resources Inc. Common Stock,6.43,0.23,0.0371,547846622,United States,,1009162,Industrials,Metal Fabrications,-156.54,1,$ 2.60,-3.83,-60%
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares,11.14,0.02,0.0018,0,Cayman Islands,2022,3524,Finance,Blank Checks,-147.11,0,$ 4.50,-6.64,-60%
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),4.16,0.16,0.04,1239298270,Canada,,3104969,,,-167.26,1,$ 1.68,-2.48,-60%
PTC,PTC Inc. Common Stock,183.01,-1.28,-0.00695,21879285639,United States,,1959707,Technology,Computer Software: Prepackaged Software,-154.31,1,$ 73.83,-109.18,-60%
KGS,Kodiak Gas Services Inc. Common Stock,25.5,0.73,0.02947,1973700000,,2023,291298,,,-153.91,0,$ 10.24,-15.26,-60%
CDP,COPT Defense Properties Common Shares of Beneficial Interest,24.23,0.4,0.01679,2727049355,United States,,824556,Real Estate,Real Estate Investment Trusts,-151.03,1,$ 9.72,-14.51,-60%
ACU,Acme United Corporation. Common Stock, $47.50 ,1.05,0.0226," $170,290,825.00 ",United States,1988,10265,Consumer Discretionary,Industrial Machinery/Components,-114.81,4,$ 19.04,-28.46,-60%
HES,Hess Corporation Common Stock,145.75,0.35,0.00241,44767413328,United States,,3876650,Energy,Integrated oil Companies,-154.27,1,$ 58.28,-87.47,-60%
ELMD,Electromed Inc. Common Stock,15.2,-0.22,-0.01427,130799450,United States,2011,30030,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-152.88,1,$ 6.07,-9.13,-60%
FTV,Fortive Corporation Common Stock ,85.13,-1.16,-0.01344,29917539729,United States,2016,3601805,Industrials,Industrial Machinery/Components,-153.3,1,$ 33.81,-51.32,-60%
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,23.82,0.09,0.00379,0,,2022,23622,Finance,Trusts Except Educational Religious and Charitable,-152.01,0,$ 9.46,-14.36,-60%
VMC,Vulcan Materials Company (Holding Company) Common Stock, $265.85 ,3.55,0.01353,35152577194,United States,,1113595,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-153.56,5,$ 105.47,-160.38,-60%
DMA,Destra Multi-Alternative Fund Common Stock,7.9,0.1,0.01282,0,,2022,33307,Finance,Trusts Except Educational Religious and Charitable,-154.17,0,$ 3.12,-4.78,-61%
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,15.8,0.01,0.00063,96612244,,2020,11691,Finance,Finance/Investors Services,-156.66,0,$ 6.23,-9.57,-61%
ATR,AptarGroup Inc. Common Stock,140.46,0.05,0.00036," $9,272,644,301.00 ",United States,,250582,Industrials,Plastic Products,-154.6,3.5,$ 55.16,-85.3,-61%
CRK,Comstock Resources Inc. Common Stock,8.55,0.28,0.03386,2380571909,United States,,4906866,Energy,Oil & Gas Production,-154.93,1,$ 3.35,-5.2,-61%
ROST,Ross Stores Inc. Common Stock,148.96,-1.49,-0.0099,50149806983,United States,1985,2785092,Consumer Discretionary,Clothing/Shoe/Accessory Stores,-156.74,1,$ 58.28,-90.68,-61%
FC,Franklin Covey Company Common Stock,38.18,0.24,0.00633,507266047,United States,,41907,Consumer Discretionary,Professional Services,-157.15,1,$ 14.89,-23.29,-61%
FLWS,1-800-FLOWERS.COM Inc. Common Stock,10.42,0.29,0.02863,672060355,United States,1999,278587,Consumer Discretionary,Other Specialty Stores,-153.45,1,$ 4.06,-6.36,-61%
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,10.4,0.05,0.00483,73149180,United States,1999,20369,Finance,Investment Bankers/Brokers/Service,-156.93,1,$ 4.04,-6.36,-61%
PUBM,PubMatic Inc. Class A Common Stock,20.94,1.76,0.09176,1062960154,United States,2020,1135359,Technology,Computer Software: Prepackaged Software,-158.92,0,$ 8.13,-12.81,-61%
MPTI,M-tron Industries Inc. Common Stock,38.97,1.49,0.03975,108642904,,2022,35873,,,-155.62,0,$ 15.12,-23.85,-61%
OHI,Omega Healthcare Investors Inc. Common Stock,31.12,-0.41,-0.013,7633817161,United States,1992,2323045,Real Estate,Real Estate Investment Trusts,-157.05,1,$ 12.06,-19.06,-61%
CALX,Calix Inc Common Stock,34.87,0.01,0.00029,2280817758,United States,2010,891323,Consumer Discretionary,Telecommunications Equipment,-170.22,1,$ 13.50,-21.37,-61%
ACA,Arcosa Inc. Common Stock ,83,1.26,0.01541," $4,030,669,157.00 ",United States,2018,278592,Industrials,Metal Fabrications,-160.16,0,$ 32.08,-50.92,-61%
B,Barnes Group Inc. Common Stock,34.94,0.35,0.01012," $1,771,336,269.00 ",United States,,235490,Industrials,Metal Fabrications,-157.63,1,$ 13.50,-21.44,-61%
EVN,Eaton Vance Municipal Income Trust Common Stock,10.15,0.05,0.00495,402621704,United States,1999,55446,Finance,Investment Bankers/Brokers/Service,-160.2,0,$ 3.92,-6.23,-61%
CENX,Century Aluminum Company Common Stock,10.47,0.39,0.03869,967476822,United States,1996,1015508,Industrials,Aluminum,-163.61,1,$ 4.04,-6.43,-61%
AAON,AAON Inc. Common Stock, $83.98 ,-2.92,-0.0336," $6,822,943,091.00 ",United States,,957846,Industrials,Industrial Machinery/Components,-159.32,4,$ 32.40,-51.58,-61%
LNKB,LINKBANCORP Inc. Common Stock,6.88,0.21,0.03148,111753120,United States,,33534,,,-163.02,0,$ 2.65,-4.23,-61%
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,11.12,0.02,0.0018,0,,2021,327,Finance,Blank Checks,-160.05,0,$ 4.28,-6.84,-62%
GEHC,GE HealthCare Technologies Inc. Common Stock ,91.28,-1.74,-0.01871,41565007863,United States,,6142138,Technology,Computer Software: Prepackaged Software,-164.25,0,$ 35.08,-56.2,-62%
BMI,Badger Meter Inc. Common Stock,158.69,0.89,0.00564,4657888081,United States,1971,253284,Industrials,Industrial Machinery/Components,-161.4,3,$ 60.98,-97.71,-62%
UHT,Universal Health Realty Income Trust Common Stock,38.78,-1.96,-0.04811,536057995,United States,,316214,Real Estate,Real Estate Investment Trusts,-161.79,2.5,$ 14.89,-23.89,-62%
GATO,Gatos Silver Inc. Common Stock,5.88,0.16,0.02797,406784556,United States,2020,121586,Basic Materials,Precious Metals,-184,1,$ 2.25,-3.63,-62%
SY,So-Young International Inc. American Depository Shares,1.15,0.04,0.03604,120860763,China,2019,184268,Technology,EDP Services,-152.27,0,$ 0.44,-0.71,-62%
CMU,MFS Municipal Income Trust Common Stock,3.27,0.005,0.00153,92623777,United States,1987,111815,Finance,Investment Managers,-163.2,0,$ 1.25,-2.02,-62%
ENOV,Enovis Corporation Common Stock,59.81,-0.96,-0.0158,3266811554,United States,,475900,Health Care,Industrial Specialties,-164.71,1,$ 22.81,-37,-62%
COST,Costco Wholesale Corporation Common Stock, $743.89 ,-4.07,-0.00544,3.30161E+11,United States,,3359305,Consumer Discretionary,Department/Specialty Retail Stores,-164.89,4,$ 283.51,-460.38,-62%
GDEN,Golden Entertainment Inc. Common Stock,37.06,0.44,0.01202,1060531159,United States,,154134,Consumer Discretionary,Services-Misc. Amusement & Recreation,-143.01,1,$ 14.09,-22.97,-62%
NNOX,NANO-X IMAGING LTD Ordinary Shares,11.16,-0.67,-0.05664,615474000,Israel,2020,6839250,Health Care,Medical Electronics,-162.26,0,$ 4.24,-6.92,-62%
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,70,0,0,8177470,United States,,21,Finance,Real Estate,-163.75,2.5,$ 26.54,-43.46,-62%
DLB,Dolby Laboratories Common Stock,81,-0.85,-0.01038,7741885473,United States,2005,662443,Miscellaneous,Multi-Sector Companies,-168.24,1,$ 30.70,-50.3,-62%
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,10.66,0.02,0.00188,0,United States,2022,85401,Finance,Blank Checks,-164.11,0,$ 4.04,-6.62,-62%
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),20.4,0.44,0.02204,867788766,United States,,774727,Consumer Discretionary,Marine Transportation,-167.66,1,$ 7.73,-12.67,-62%
ROP,Roper Technologies Inc. Common Stock,544.73,1.28,0.00236,58298275455,United States,1992,817882,Industrials,Industrial Machinery/Components,-165.88,3,$ 206.03,-338.7,-62%
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,48.52,0.77,0.01613,27402099014,United States,2017,8143520,Consumer Discretionary,Other Consumer Services,-178.2,0,$ 18.35,-30.17,-62%
DV,DoubleVerify Holdings Inc. Common Stock,30.89,-8.35,-0.21279,5250869146,United States,2021,10253381,Technology,Computer Software: Prepackaged Software,-169.73,0,$ 11.66,-19.23,-62%
ESI,Element Solutions Inc. Common Stock,23.5,0.15,0.00642,5686845934,United States,2014,1670839,Industrials,Major Chemicals,-166.4,0,$ 8.87,-14.63,-62%
