Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
ESHA,ESH Acquisition Corp. Class A Common Stock,$10.76,-0.01,-0.093%,0,United States,2023,959,Finance,Blank Checks,-221.49,0,$ 3.35,-7.41,-68.87%
ARGX,argenx SE American Depositary Shares,$580.43,9.43,1.651%,34358256670,Netherlands,2017,407995,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-227.42,1,$ 180.64,-399.79,-68.88%
TRT,Trio-Tech International Common Stock,$5.85,-0.01,-0.171%,24871597,United States,1998,4465,Technology,Industrial Machinery/Components,-236.81,1,$ 1.82,-4.03,-68.89%
TLF,Tandy Leather Factory Inc. Common Stock,$2.96,-0.04,-1.333%,25149880,United States,,3788,Consumer Discretionary,Apparel,-223.91,1,$ 0.92,-2.04,-68.92%
CORT,Corcept Therapeutics Incorporated Common Stock,$55.42,-0.98,-1.738%,5847000201,United States,2004,1332625,Health Care,Biotechnology: Pharmaceutical Preparations,-220.14,1,$ 17.18,-38.24,-69.00%
ICUI,ICU Medical Inc. Common Stock,$138.99,8.94,6.874%,3407895810,United States,1992,414974,Health Care,Medical/Dental Instruments,-233.22,3,$ 43.05,-95.94,-69.03%
CRVL,CorVel Corp. Common Stock,$106.17,1.28,1.22%,5452799681,United States,,96365,Finance,Specialty Insurers,-216.83,4.5,$ 32.79,-73.38,-69.12%
ESRT,Empire State Realty Trust Inc. Class A Common Stock,$8.23,-0.05,-0.604%,1380272295,United States,2013,905740,Real Estate,Real Estate Investment Trusts,-215.35,1,$ 2.54,-5.69,-69.14%
GEO,Geo Group Inc (The) REIT,$23.61,0.69,3.01%,3314358083,United States,,2357894,Consumer Discretionary,Homebuilding,-265.66,1,$ 7.28,-16.33,-69.17%
GSHD,Goosehead Insurance Inc. Class A Common Stock,$116.79,0.19,0.163%,4356646100,United States,2018,296775,Finance,Specialty Insurers,-214.69,0,$ 35.94,-80.85,-69.23%
VSEC,VSE Corporation Common Stock,$117.57,3.6,3.159%,2422021242,United States,,320557,Consumer Discretionary,Military/Government/Technical,-216.5,1,$ 36.01,-81.56,-69.37%
SKT,Tanger Inc. Common Stock,$32.86,0.18,0.551%,3706071955,United States,1993,1304736,Real Estate,Real Estate Investment Trusts,-218.23,1,$ 10.04,-22.82,-69.45%
CLBR,Colombier Acquisition Corp. II Class A Ordinary Shares,$10.59,0.04,0.379%,0,,2024,156031,,,-227.86,0,$ 3.23,-7.36,-69.50%
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,$6.43,0.03,0.469%,1516169399,United States,2021,1311471,,,-229.59,0,$ 1.96,-4.47,-69.52%
OKTA,Okta Inc. Class A Common Stock,$107.00,1.81,1.721%,18575538548,United States,2017,2994305,Technology,Computer Software: Prepackaged Software,-245.88,1,$ 32.54,-74.46,-69.59%
TWLO,Twilio Inc. Class A Common Stock,$100.08,1.51,1.532%,15275571188,United States,2016,3289038,Technology,Computer Software: Prepackaged Software,-226.1,1,$ 30.35,-69.73,-69.67%
SOBO,South Bow Corporation Common Shares,$25.20,0.34,1.368%,5230774307,Canada,2024,1398336,Energy,Natural Gas Distribution,-239.5,0,$ 7.62,-17.58,-69.76%
SVT,Servotronics Inc. Common Stock,$10.23,0,0.00%,26129834,United States,1970,552,Consumer Discretionary,Industrial Machinery/Components,-242.86,1,$ 3.08,-7.15,-69.89%
MNKD,MannKind Corporation Common Stock,$5.25,0.26,5.21%,1593854556,United States,2004,2385199,Health Care,Biotechnology: Pharmaceutical Preparations,-229.11,1,$ 1.58,-3.67,-69.90%
EQIX,Equinix Inc. Common Stock REIT,$836.24,5.61,0.675%,81392915861,United States,2000,1092073,Real Estate,Real Estate Investment Trusts,-232.58,4.5,$ 250.75,-585.49,-70.01%
FOLD,Amicus Therapeutics Inc. Common Stock,$8.88,0.25,2.897%,2665030799,United States,2007,3393759,Health Care,Biotechnology: Pharmaceutical Preparations,-235.47,1,$ 2.65,-6.23,-70.16%
ISRG,Intuitive Surgical Inc. Common Stock,$493.72,11.11,2.302%,1.76089E+11,United States,2000,3222200,Health Care,Industrial Specialties,-229.17,5,$ 147.17,-346.55,-70.19%
ECL,Ecolab Inc. Common Stock,$259.06,-6.62,-2.492%,73313217845,United States,,2251288,Consumer Discretionary,Package Goods/Cosmetics,-226.71,1,$ 76.86,-182.2,-70.33%
WIX,Wix.com Ltd. Ordinary Shares,$175.87,5.47,3.21%,10054944283,Israel,2013,1249212,Technology,Computer Software: Programming Data Processing,-230.44,1,$ 52.16,-123.71,-70.34%
EQX,Equinox Gold Corp. Common Shares,$6.57,0.31,4.952%,2815278658,Canada,,10655399,Basic Materials,Precious Metals,-246.91,1,$ 1.94,-4.63,-70.47%
COHR,Coherent Corp. Common Stock,$66.48,3.67,5.843%,10302227633,United States,,4679897,Technology,Electronic Components,-243.12,3.5,$ 19.62,-46.86,-70.49%
BWMN,Bowman Consulting Group Ltd. Common Stock,$18.80,0.41,2.229%,329560635,United States,2021,171464,Consumer Discretionary,Professional Services,-297.29,0,$ 5.54,-13.26,-70.53%
AZZ,AZZ Inc.,$90.48,2.75,3.135%,2703739284,United States,,238442,Industrials,Industrial Specialties,-227.98,1,$ 26.66,-63.82,-70.53%
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,$7.07,0.29,4.277%,1181671429,China,2019,4860976,Finance,Investment Bankers/Brokers/Service,-267.31,0,$ 2.08,-4.99,-70.58%
IIIV,i3 Verticals Inc. Class A Common Stock,$23.62,-0.46,-1.91%,781210856,United States,2018,100463,Consumer Discretionary,Business Services,-238.29,0,$ 6.92,-16.7,-70.70%
MNTK,Montauk Renewables Inc. Common Stock,$2.77,-0.05,-1.773%,397128313,United States,2021,159733,Utilities,Natural Gas Distribution,-154.32,0,$ 0.81,-1.96,-70.76%
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,$25.30,-0.03,-0.118%,0,,2022,6785,Finance,Trusts Except Educational Religious and Charitable,-243.44,0,$ 7.39,-17.91,-70.79%
ZJYL,JIN MEDICAL INTERNATIONAL LTD. Ordinary Shares,$0.8299,0.0091,1.109%,129918438,China,2023,306161,Health Care,Industrial Specialties,-254.17,0,$ 0.24,-0.5899,-71.08%
PDFS,PDF Solutions Inc. Common Stock,$21.25,0.23,1.094%,831167294,United States,2001,216371,Technology,Computer Software: Prepackaged Software,-254.41,1,$ 6.12,-15.13,-71.20%
IAS,Integral Ad Science Holding Corp. Common Stock,$9.62,-0.28,-2.828%,1575758905,United States,2021,998482,Technology,Computer Software: Programming Data Processing,-225.99,0,$ 2.77,-6.85,-71.21%
AVB,AvalonBay Communities Inc. Common Stock,$212.94,-3.43,-1.585%,30291732427,United States,,593370,Real Estate,Real Estate Investment Trusts,-243.37,5,$ 61.17,-151.77,-71.27%
CHEF,The Chefs' Warehouse Inc. Common Stock,$52.70,-0.18,-0.34%,2122120860,United States,2011,635519,Consumer Discretionary,Food Distributors,-252.51,1,$ 15.12,-37.58,-71.31%
LYV,Live Nation Entertainment Inc. Common Stock,$121.64,-1.15,-0.937%,28390916616,United States,,2997830,Consumer Discretionary,Services-Misc. Amusement & Recreation,-242.21,1,$ 34.85,-86.79,-71.35%
EHAB,Enhabit Inc. Common Stock,$8.45,-0.22,-2.537%,426555586,United States,2022,394801,Health Care,Medical/Nursing Services,-251.65,0,$ 2.42,-6.03,-71.36%
IFF,International Flavors & Fragrances Inc. Common Stock,$79.88,-0.45,-0.56%,20426440950,United States,,2951923,Industrials,Major Chemicals,-248.58,1,$ 22.85,-57.03,-71.39%
CTLP,Cantaloupe Inc. Common Stock,$8.10,-0.43,-5.041%,591580058,United States,,1362238,Miscellaneous,Office Equipment/Supplies/Services,-236.8,1,$ 2.31,-5.79,-71.48%
O,Realty Income Corporation Common Stock,$56.71,-1.78,-3.043%,50557881490,United States,,7476822,Real Estate,Real Estate Investment Trusts,-250.8,2.5,$ 16.16,-40.55,-71.50%
CINT,CI&T Inc Class A Common Shares,$6.50,-0.27,-3.988%,873678091,,2021,90148,Technology,EDP Services,-256.22,0,$ 1.85,-4.65,-71.54%
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,$8.93,-0.31,-3.355%,1357018231,United States,2011,2778833,Real Estate,Real Estate Investment Trusts,-244.09,1,$ 2.54,-6.39,-71.56%
MTEN,Mingteng International Corporation Inc. Ordinary Shares,$4.50,-0.31,-6.445%,27933750,China,2024,105293,Industrials,Building Products,-347.24,0,$ 1.27,-3.23,-71.78%
HGTY,Hagerty Inc. Class A Common Stock,$9.39,-0.06,-0.635%,3202690203,United States,2021,64941,Finance,Specialty Insurers,-252.08,0,$ 2.65,-6.74,-71.78%
GDST,Goldenstone Acquisition Limited Common Stock,$11.48,0,0.00%,0,United States,2022,1,Finance,Blank Checks,-255.42,0,$ 3.23,-8.25,-71.86%
WPM,Wheaton Precious Metals Corp Common Shares (Canada),$71.07,1.37,1.966%,32242604002,Canada,,1813559,Basic Materials,Precious Metals,-270.03,3,$ 19.95,-51.12,-71.93%
PI,Impinj Inc. Common Stock,$94.60,-6.11,-6.067%,2699706625,United States,2016,620706,Technology,Industrial Machinery/Components,-244.46,1,$ 26.25,-68.35,-72.25%
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$92.95,0.2,0.216%,1.20101E+11,Canada,2015,12125067,Technology,Computer Software: Prepackaged Software,-268.64,1,$ 25.73,-67.22,-72.32%
HSTM,HealthStream Inc. Common Stock,$30.98,-0.59,-1.869%,942854924,United States,2000,148485,Technology,Computer Software: Programming Data Processing,-262.85,5,$ 8.56,-22.42,-72.37%
VFC,V.F. Corporation Common Stock,$17.33,-0.07,-0.402%,6751306433,United States,,12999842,Consumer Discretionary,Apparel,-250.63,1,$ 4.74,-12.59,-72.65%
VVX,V2X Inc. Common Stock,$47.75,0.77,1.639%,1507387853,United States,2014,231774,Consumer Discretionary,Diversified Commercial Services,-275.69,3,$ 13.04,-34.71,-72.69%
LMNR,Limoneira Co Common Stock,$21.25,-0.07,-0.328%,384265705,United States,,40388,Consumer Staples,Farming/Seeds/Milling,-219.14,1,$ 5.80,-15.45,-72.71%
INTJ,Intelligent Group Limited Class A Ordinary Shares ,$0.8499,0.1099,14.851%,11154938,Hong Kong,2024,1471492,Consumer Discretionary,Professional Services,-186.96,0,$ 0.23,-0.6199,-72.94%
MRVL,Marvell Technology Inc. Common Stock,$67.16,1.49,2.269%,58113548000,United States,2000,23316485,Technology,Semiconductors,-279.36,1,$ 18.12,-49.04,-73.02%
LCUT,Lifetime Brands Inc. Common Stock,$5.13,0.03,0.588%,113664051,United States,1991,94801,Consumer Discretionary,Industrial Machinery/Components,-265.94,1,$ 1.38,-3.75,-73.10%
TFSL,TFS Financial Corporation Common Stock,$12.08,-0.22,-1.789%,3392056764,United States,2007,434301,Finance,Savings Institutions,-281.11,2.5,$ 3.23,-8.85,-73.26%
IP,International Paper Company Common Stock,$49.38,-0.52,-1.042%,25980082819,United States,,6403493,Basic Materials,Paper,-290.65,1,$ 13.16,-36.22,-73.35%
YYGH,YY Group Holding Limited Class A Ordinary Shares,$1.73,0.11,6.79%,68205250,Singapore,2024,18878,Consumer Discretionary,Professional Services,-265.22,0,$ 0.46,-1.27,-73.41%
ADC,Agree Realty Corporation Common Stock,$75.91,-0.92,-1.197%,8141249197,United States,,1685440,Real Estate,Real Estate Investment Trusts,-274.75,4.5,$ 20.08,-55.83,-73.55%
KNX,Knight-Swift Transportation Holdings Inc.,$46.36,-0.51,-1.088%,7509190346,United States,2017,3421765,Industrials,Trucking Freight/Courier Services,-280.38,4.5,$ 12.23,-34.13,-73.62%
SMR,NuScale Power Corporation Class A Common Stock,$16.21,1.54,10.498%,4578195763,United States,2022,12609377,Industrials,Metal Fabrications,-310.07,0,$ 4.27,-11.94,-73.66%
PARR,Par Pacific Holdings Inc.  Common Stock,$12.81,-0.27,-2.064%,701320407,United States,,1949825,Energy,Oil & Gas Production,-320.3,1,$ 3.35,-9.46,-73.85%
SNT,Senstar Technologies Corporation Common Shares,$3.34,0.02,0.602%,77855400,Canada,,24872,Telecommunications,Telecommunications Equipment,-296.55,1,$ 0.87,-2.47,-73.95%
ORGO,Organogenesis Holdings Inc. Class A Common Stock,$5.30,0.17,3.314%,672188888,United States,2016,1139058,Health Care,Biotechnology: Pharmaceutical Preparations,-262.32,0,$ 1.38,-3.92,-73.96%
MYRG,MYR Group Inc. Common Stock,$113.86,7.78,7.334%,1837529952,United States,2008,399788,Industrials,Water Sewer Pipeline Comm & Power Line Construction,-297.86,4,$ 29.46,-84.4,-74.13%
CADE,Cadence Bank Common Stock,$29.46,0.36,1.237%,5380014513,United States,,2438726,Finance,Major Banks,-286.22,1,$ 7.62,-21.84,-74.13%
KRYS,Krystal Biotech Inc. Common Stock,$184.88,1.13,0.615%,5325667701,United States,2017,344834,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-277.25,0,$ 47.55,-137.33,-74.28%
RDVT,Red Violet Inc. Common Stock ,$36.82,2.36,6.849%,513220099,United States,,106491,Technology,Computer Software: Prepackaged Software,-294.19,0,$ 9.46,-27.36,-74.31%
BMY,Bristol-Myers Squibb Company Common Stock,$61.51,-1.6,-2.535%,1.24823E+11,United States,,14635619,Health Care,Biotechnology: Pharmaceutical Preparations,-278.78,1,$ 15.79,-45.72,-74.33%
AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares,$8.29,0.12,1.469%,1185395174,Canada,,2027006,Health Care,Biotechnology: Pharmaceutical Preparations,-284.43,1,$ 2.12,-6.17,-74.43%
DNUT,Krispy Kreme Inc. Common Stock,$5.405,-0.495,-8.39%,920471500,United States,2021,6296552,Consumer Staples,Food Chains,-301.45,0,$ 1.38,-4.025,-74.47%
TRIP,TripAdvisor Inc. Common Stock,$13.57,0.26,1.953%,1904980063,United States,,5963465,Technology,Computer Software: Programming Data Processing,-300,1,$ 3.46,-10.11,-74.50%
PTMN,Portman Ridge Finance Corporation Common Stock,$16.75,-0.18,-1.063%,154317398,United States,2006,28285,Finance,Finance: Consumer Services,-270.02,1,$ 4.27,-12.48,-74.51%
SAP,SAP  SE ADS,$260.67,-0.64,-0.245%,3.20234E+11,Germany,,1527289,Technology,Computer Software: Prepackaged Software,-297.41,1,$ 66.40,-194.27,-74.53%
NTWK,NetSol Technologies Inc. Common  Stock,$2.36,-0.01,-0.422%,27541235,United States,,18451,Technology,Computer Software: Prepackaged Software,-286.67,1,$ 0.60,-1.76,-74.58%
WSR,Whitestone REIT Common Shares,$14.09,-0.16,-1.123%,713608805,United States,2010,372722,Real Estate,Real Estate Investment Trusts,-304.47,1,$ 3.58,-10.51,-74.59%
BUJA,Bukit Jalil Global Acquisition 1 Ltd. Ordinary Shares,$11.39,0,0.00%,0,Malaysia,2023,4979,Finance,Blank Checks,-293.08,0,$ 2.89,-8.5,-74.63%
FLUT,Flutter Entertainment plc Ordinary Shares,$231.12,3.62,1.591%,41051592180,,2024,3532432,Technology,Computer Software: Programming Data Processing,-304.96,1,$ 58.51,-172.61,-74.68%
WDFC,WD-40 Company Common Stock,$250.92,4.14,1.678%,3399022290,United States,1973,148740,Industrials,Major Chemicals,-275.98,3.5,$ 63.45,-187.47,-74.71%
MIR,Mirion Technologies Inc. Class A Common Stock,$14.17,0.66,4.885%,3293434208,United States,2020,2513992,Industrials,Industrial Machinery/Components,-303.91,0,$ 3.58,-10.59,-74.74%
MRTN,Marten Transport Ltd. Common Stock,$14.01,-0.34,-2.369%,1141309771,United States,1986,561778,Industrials,Trucking Freight/Courier Services,-286.12,1,$ 3.53,-10.48,-74.80%
AZPN,Aspen Technology Inc. Common Stock,$264.33,0.03,0.011%,16734298799,United States,,4240223,Technology,EDP Services,-297.25,1,$ 66.54,-197.79,-74.83%
LINC,Lincoln Educational Services Corporation Common Stock,$15.49,0.08,0.519%,489372580,United States,2005,291026,Real Estate,Other Consumer Services,-284.24,1,$ 3.87,-11.62,-75.02%
ESTC,Elastic N.V. Ordinary Shares,$97.09,5.91,6.482%,10137440403,United States,2018,3963661,Technology,Computer Software: Prepackaged Software,-291.96,0,$ 24.12,-72.97,-75.16%
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,$1.41,0.01,0.714%,32745984,Australia,,11426,Consumer Staples,Packaged Foods,-302.86,0,$ 0.35,-1.06,-75.18%
SBSW,D/B/A Sibanye-Stillwater Limited ADS,$4.04,0.29,7.733%,2858673955,South Africa,,13125880,Basic Materials,Precious Metals,-293,1,$ 1.00,-3.04,-75.25%
CGNX,Cognex Corporation Common Stock,$32.17,-1.47,-4.37%,5464580019,United States,1989,1713573,Industrials,Industrial Machinery/Components,-289.57,1,$ 7.96,-24.21,-75.26%
SPT,Sprout Social Inc Class A Common Stock,$23.43,-0.01,-0.043%,1353285943,United States,2019,964207,Technology,Computer Software: Prepackaged Software,-315.77,0,$ 5.77,-17.66,-75.37%
ASLE,AerSale Corporation Common Stock,$7.96,0.04,0.505%,423558302,United States,2019,399579,Consumer Discretionary,Industrial Specialties,-316.84,0,$ 1.96,-6,-75.38%
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,$17.35,0.575,3.428%,1454595477,United States,2018,848726,Technology,Computer Software: Prepackaged Software,-293.91,0,$ 4.27,-13.08,-75.39%
PKST,Peakstone Realty Trust Common Shares,$11.75,-0.13,-1.094%,431875821,United States,2023,252634,Real Estate,Real Estate Investment Trusts,-328.37,0,$ 2.89,-8.86,-75.40%
MAMA,Mama's Creations Inc. Common Stock,$6.07,0.41,7.244%,228152465,United States,,338535,Consumer Staples,Specialty Foods,-322.15,1,$ 1.49,-4.58,-75.45%
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$84.51,1.11,1.331%,24824043882,United States,,2585969,Real Estate,Real Estate Investment Trusts,-319.26,1,$ 20.66,-63.85,-75.55%
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,$10.95,0,0.00%,0,United States,2024,23,,,-313.21,0,$ 2.65,-8.3,-75.80%
GB,Global Blue Group Holding AG Ordinary Shares,$7.32,-0.07,-0.947%,1460886811,,2000,197957,Technology,EDP Services,-314.12,0,$ 1.77,-5.55,-75.82%
VSH,Vishay Intertechnology Inc. Common Stock,$17.04,-0.59,-3.347%,2310061833,United States,,1409763,Technology,Electrical Products,-309.47,1,$ 4.12,-12.92,-75.82%
SUI,Sun Communities Inc. Common Stock,$129.76,-1.85,-1.406%,16528590042,United States,1993,803635,Real Estate,Real Estate Investment Trusts,-308.87,2.5,$ 31.34,-98.42,-75.85%
EXTR,Extreme Networks Inc. Common Stock,$14.37,0.39,2.79%,1907693718,United States,1999,1007919,Telecommunications,Computer Communications Equipment,-319.19,1,$ 3.44,-10.93,-76.06%
CRMT,America's Car-Mart Inc Common Stock,$44.37,-0.13,-0.292%,366168394,United States,,120918,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,-327.26,1,$ 10.53,-33.84,-76.27%
PEN,Penumbra Inc. Common Stock,$262.34,5.1,1.983%,10104274061,United States,2015,508894,Health Care,Medical/Dental Instruments,-340.56,1,$ 61.88,-200.46,-76.41%
ROAD,Construction Partners Inc. Class A Common Stock,$68.37,0.7,1.034%,3825260615,United States,2018,454550,Industrials,Military/Government/Technical,-345.43,0,$ 16.07,-52.3,-76.50%
ESLT,Elbit Systems Ltd. Ordinary Shares,$352.77,4.92,1.414%,15645349500,Israel,,42477,Industrials,Military/Government/Technical,-344.23,4,$ 82.86,-269.91,-76.51%
INOD,Innodata Inc. Common Stock,$41.88,0.78,1.898%,1310832609,United States,1993,1595090,Technology,EDP Services,-391.13,1,$ 9.81,-32.07,-76.58%
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,$63.07,-2.02,-3.103%,2471498421,United States,2002,462782,Technology,Semiconductors,-325.68,1,$ 14.76,-48.31,-76.60%
FNKO,Funko Inc. Class A Common Stock,$7.42,-0.27,-3.511%,401839004,United States,2017,1555313,Consumer Discretionary,Recreational Games/Products/Toys,-309.25,0,$ 1.73,-5.69,-76.68%
FWRG,First Watch Restaurant Group Inc. Common Stock,$16.83,-1.27,-7.017%,1019390071,United States,2021,1027478,Consumer Discretionary,Restaurants,-320.66,0,$ 3.92,-12.91,-76.71%
KGS,Kodiak Gas Services Inc. Common Stock,$35.30,2.04,6.133%,3104094769,United States,2023,1520740,Utilities,Natural Gas Distribution,-349.33,0,$ 8.19,-27.11,-76.80%
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,$10.51,0,0.00%,0,United States,2024,6,,,-334.3,0,$ 2.42,-8.09,-76.97%
BMGL,Basel Medical Group Ltd Ordinary Shares,$4.06,0.149,3.81%,74927300,Singapore,2025,46745,,,-339.13,0,$ 0.92,-3.14,-77.34%
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,$29.06,-0.12,-0.411%,4441603253,United States,,4216703,Industrials,Military/Government/Technical,-363.87,1,$ 6.56,-22.5,-77.43%
TTAM,Titan America SA Common Shares,$13.83,-0.42,-2.947%,2549732891,,2025,577528,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-334.29,0,$ 3.12,-10.71,-77.44%
TSSI,TSS Inc. Common Stock,$9.25,0.65,7.558%,207872253,United States,,1067103,Consumer Discretionary,Professional Services,-363.46,1,$ 2.08,-7.17,-77.51%
INCR,Intercure Ltd. Ordinary Shares,$1.56,-0.0299,-1.881%,71093395,Israel,,8894,Health Care,Biotechnology: Pharmaceutical Preparations,-362.86,1,$ 0.35,-1.21,-77.56%
NODK,NI Holdings Inc. Common Stock,$13.93,-0.07,-0.50%,288093936,United States,2017,22936,Finance,Property-Casualty Insurers,-352.88,1,$ 3.12,-10.81,-77.60%
INCY,Incyte Corp. Common Stock,$68.07,-3.06,-4.302%,13173202505,United States,,1626056,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-345.57,1,$ 15.23,-52.84,-77.63%
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),$2.6408,-0.2092,-7.34%,7543118,China,,25735,Real Estate,Other Consumer Services,-333.9,1,$ 0.59,-2.0508,-77.66%
TCI,Transcontinental Realty Investors Inc. Common Stock,$29.00,0.33,1.151%,250540164,United States,,806,Real Estate,Real Estate Investment Trusts,-344.74,1,$ 6.46,-22.54,-77.72%
TSLA,Tesla Inc. Common Stock,$230.58,8.43,3.795%,7.41664E+11,United States,2010,173857372,Consumer Discretionary,Auto Manufacturing,-387.67,1,$ 51.26,-179.32,-77.77%
NCEW,New Century Logistics (BVI) Limited Ordinary Shares,$1.05,0.01,0.962%,22575000,Hong Kong,2024,37852,Consumer Discretionary,Oil Refining/Marketing,-539.13,0,$ 0.23,-0.82,-78.10%
VERX,Vertex Inc. Class A Common Stock,$32.15,1,3.21%,5085585958,United States,2020,1355693,Technology,Computer Software: Prepackaged Software,-377.13,0,$ 7.04,-25.11,-78.10%
EQR,Equity Residential Common Shares of Beneficial Interest,$69.78,-1.1,-1.552%,26495830601,United States,,2180633,Real Estate,Real Estate Investment Trusts,-350.82,1,$ 15.23,-54.55,-78.17%
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,$37.80,-1.79,-4.521%,2887997830,United States,2015,1461811,Real Estate,Real Estate Investment Trusts,-347.86,3,$ 8.19,-29.61,-78.33%
QETA,Quetta Acquisition Corporation Common Stock,$10.67,0.08,0.755%,0,United States,2023,100,Finance,Blank Checks,-361.9,0,$ 2.31,-8.36,-78.35%
MDB,MongoDB Inc. Class A Common Stock,$195.70,15.38,8.529%,14573895637,United States,2017,5159332,Technology,Computer Software: Prepackaged Software,-340.1,0,$ 42.12,-153.58,-78.48%
ZG,Zillow Group Inc. Class A Common Stock,$68.42,-1.75,-2.494%,16595823560,United States,2011,791376,Consumer Discretionary,Business Services,-365.83,1,$ 14.69,-53.73,-78.53%
AOUT,American Outdoor Brands Inc. Common Stock ,$12.41,-0.34,-2.667%,158038769,United States,,76073,Consumer Discretionary,Recreational Games/Products/Toys,-379.62,0,$ 2.65,-9.76,-78.65%
SHYF,The Shyft Group Inc. Common Stock,$8.69,-0.52,-5.646%,303561444,United States,,304943,Consumer Discretionary,Auto Manufacturing,-397.84,1,$ 1.85,-6.84,-78.71%
IVCA,Investcorp AI Acquisition Corp. Class A Ordinary Share,$11.98,0.01,0.084%,0,Cayman Islands,2022,3008,Finance,Blank Checks,-372.05,0,$ 2.54,-9.44,-78.80%
POWI,Power Integrations Inc. Common Stock,$55.46,-3.91,-6.586%,3157504180,United States,1997,786363,Technology,Semiconductors,-387.23,1,$ 11.75,-43.71,-78.81%
DSX,Diana Shipping inc. common stock,$1.75,-0.02,-1.13%,209935105,Greece,2005,239596,Consumer Discretionary,Marine Transportation,-378.38,1,$ 0.37,-1.38,-78.86%
CBL,CBL & Associates Properties Inc. Common Stock,$28.57,-0.15,-0.522%,883839292,United States,2021,214017,Real Estate,Real Estate Investment Trusts,-378.33,0,$ 6.00,-22.57,-79.00%
VTEX,VTEX Class A Common Shares,$4.39,0.01,0.228%,835696450,United Kingdom,2021,874181,Technology,Computer Software: Prepackaged Software,-418.48,0,$ 0.92,-3.47,-79.04%
Z,Zillow Group Inc. Class C Capital Stock,$70.17,-2.09,-2.892%,17020300193,United States,,3987439,Consumer Discretionary,Business Services,-380.46,1,$ 14.69,-55.48,-79.07%
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,$10.58,-0.02,-0.189%,0,United States,2024,1836,,,-384.93,0,$ 2.19,-8.39,-79.30%
WY,Weyerhaeuser Company Common Stock,$29.58,-0.49,-1.63%,21462597240,United States,,4126560,Real Estate,Real Estate Investment Trusts,-381.54,1,$ 6.12,-23.46,-79.31%
INFU,InfuSystems Holdings Inc. Common Stock,$5.57,-0.07,-1.241%,118438235,United States,,209839,Health Care,Medical/Dental Instruments,-382.61,1,$ 1.15,-4.42,-79.35%
GDEN,Golden Entertainment Inc. Common Stock,$27.38,-0.39,-1.404%,725871372,United States,,280361,Consumer Discretionary,Services-Misc. Amusement & Recreation,-363.19,1,$ 5.65,-21.73,-79.36%
AGYS,Agilysys Inc. Common Stock (DE),$75.28,1.32,1.785%,2105129017,United States,,361180,Technology,EDP Services,-379.88,1,$ 15.46,-59.82,-79.46%
EPM,Evolution Petroleum Corporation Inc. Common Stock,$4.99,0.03,0.605%,170926951,United States,,158213,Energy,Oil & Gas Production,-385.29,1,$ 1.02,-3.97,-79.56%
WERN,Werner Enterprises Inc. Common Stock,$30.52,-1.62,-5.04%,1888339819,United States,1986,958090,Industrials,Trucking Freight/Courier Services,-380.1,1,$ 6.23,-24.29,-79.59%
GLAC,Global Lights Acquisition Corp Ordinary Shares,$10.80,0,0.00%,0,China,2023,624,,,-393.15,0,$ 2.19,-8.61,-79.72%
VG,Venture Global Inc. Class A common stock,$9.67,0.72,8.045%,23396969699,,2025,13498109,Utilities,Oil/Gas Transmission,-446.43,0,$ 1.96,-7.71,-79.73%
DBRG,DigitalBridge Group Inc.,$9.16,0.08,0.881%,1598070848,United States,2014,3348003,Real Estate,Real Estate Investment Trusts,-401.62,1,$ 1.85,-7.31,-79.80%
RSVR,Reservoir Media Inc. Common Stock,$7.44,-0.05,-0.668%,485330224,United States,2021,30369,Consumer Discretionary,Services-Misc. Amusement & Recreation,-396.67,0,$ 1.50,-5.94,-79.84%
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,$3.43,-0.05,-1.437%,108474000,,2013,523858,Real Estate,Real Estate Investment Trusts,-402.9,1,$ 0.69,-2.74,-79.88%
VICR,Vicor Corporation Common Stock,$50.09,1.15,2.35%,2263189572,United States,,298291,Technology,Industrial Machinery/Components,-437.41,1,$ 9.97,-40.12,-80.10%
